date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:52	400900/400900	---M--	200	added ('OK')	image/png	etag:%2261e04-661de8f8-ab632acee4e48bcd;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/work-1.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/work-1.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:53	3627/3627	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e2b-661dec0b-ae82d76872450236;gz%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-1.svg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-1.svg	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:53	254278/254278	---M--	200	added ('OK')	image/png	etag:%223e146-661de941-f7886dfb64679541;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/work-6.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/work-6.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:53	2196/2196	---M-Z	200	added ('OK')	image/svg+xml	etag:%22894-661dec16-26d0d03891daa15e;gz%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-2.svg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-2.svg	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:53	2184/2184	---M-Z	200	added ('OK')	image/svg+xml	etag:%22888-661dec1e-bdeba3c86ff8e1f3;gz%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-3.svg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-3.svg	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:53	2541/2541	---M-Z	200	added ('OK')	image/svg+xml	etag:%229ed-661dec27-5eb7c03687cba371;gz%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-4.svg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-4.svg	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:54	2269/2269	---M-Z	200	added ('OK')	image/svg+xml	etag:%228dd-661dec30-4c61d1525123ba89;gz%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-5.svg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-5.svg	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:54	1089/1089	---M-Z	200	added ('OK')	image/svg+xml	etag:%22441-661dec38-92a864a40f93b5db;gz%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-6.svg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-6.svg	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:54	1132/1132	---M-Z	200	added ('OK')	image/svg+xml	etag:%2246c-661dec41-7ffdc5ce7f559f67;gz%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-7.svg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/partner-7.svg	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:54	3681/3681	---M--	200	added ('OK')	image/png	etag:%22e61-661df11d-9184296a359de2b9;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/signature.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/signature.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:55	904/904	---M--	200	added ('OK')	image/png	etag:%22388-66066006-bb2015e3a1907f5f;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/framer.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/framer.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:55	879193/879193	---M--	200	added ('OK')	image/png	etag:%22d6a59-661dea5b-30fcf81b50b8fef7;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/about.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/about.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:55	1294/1294	---M--	200	added ('OK')	image/png	etag:%2250e-66066011-9d10a7187966a0d6;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/figma.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/figma.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:55	2547/2547	---M--	200	added ('OK')	image/png	etag:%229f3-66066021-c8880f5d0189bc37;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/js.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/js.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:55	150897/150897	---M--	200	added ('OK')	image/jpeg	etag:%2224d71-661df13e-5b5db6badc099b5e;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/about-2.jpeg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/about-2.jpg	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:55	1565/1565	---M--	200	added ('OK')	image/png	etag:%2261d-661df27b-fce72329e3193dd;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/apple.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/apple.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:56	2109/2109	---M--	200	added ('OK')	image/png	etag:%2283d-661df2a1-5e0cdac7726a2dcf;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/nvidia.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/nvidia.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:56	57092/57092	---M--	200	added ('OK')	image/png	etag:%22df04-660676b8-263822bd23454dc7;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-1.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-1.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:57	249361/249361	---M--	200	added ('OK')	image/png	etag:%223ce11-660676c6-1d84fc15e0ba1c2c;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-2.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-2.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:57	93496/93496	---M--	200	added ('OK')	image/png	etag:%2216d38-660a238c-a7d608a0397af6b;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-4.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-4.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:58	59765/59765	---M--	200	added ('OK')	image/png	etag:%22e975-660676d6-2443f564c551b4ce;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-3.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-3.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:58	253100/253100	---M--	200	added ('OK')	image/png	etag:%223dcac-660a23a3-463ff69a17b97ae4;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-5.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-5.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:58	90519/90519	---M--	200	added ('OK')	image/jpeg	etag:%2216197-661df0c5-28e3098160d86bd;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/exp-popup.jpeg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/exp-popup.jpg	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:59	114206/114206	---M--	200	added ('OK')	image/jpeg	etag:%221be1e-661df383-24f5b452699a8a5a;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/about-3.jpeg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/about-3.jpg	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:59	257550/257550	---M-Z	200	added ('OK')	application/x-javascript	etag:%223ee0e-6604deac-9b2f2ada460495af;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/jquery.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/jquery.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:59	414450/414450	---M--	200	added ('OK')	image/png	etag:%22652f2-660a23b2-694ab80ea756d0b6;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-6.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/testimonial-6.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:22:59	80663/80663	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213b17-660a2e7e-7dcafb7a47cdf5d4;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/bootstrap.bundle.min.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/bootstrap.bundle.min.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:23:00	72214/72214	---M-Z	200	added ('OK')	application/x-javascript	etag:%2211a16-65a9a1de-a009229da4c4341a;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/gsap.min.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/gsap.min.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:23:00	43380/43380	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a974-65a9a1de-cedf3e444def1adb;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/ScrollTrigger.min.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/ScrollTrigger.min.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:23:00	540892/540892	---M--	200	added ('OK')	image/png	etag:%22840dc-661df603-187f23d1e7fd137;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/about-4.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/about-4.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:23:00	4038/4038	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fc6-65a9a1df-65b39492fd865b41;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/ScrollToPlugin.min.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/ScrollToPlugin.min.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:23:00	13570/13570	---M-Z	200	added ('OK')	application/x-javascript	etag:%223502-65a9a1de-469cc2beea9e8981;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/ScrollSmoother.min.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/ScrollSmoother.min.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:23:00	15685/15685	---M-Z	200	added ('OK')	application/x-javascript	etag:%223d45-65a9a1df-d332854ca89f1c5e;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/SplitText.min.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/SplitText.min.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:23:00	39803/39803	---M-Z	200	added ('OK')	application/x-javascript	etag:%229b7b-661df839-5de29bcfc05e627d;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/jarallax.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/jarallax.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:23:01	4058/4058	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fda-661df82d-55e911c43e23767;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/jarallax-element.min.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/jarallax-element.min.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:23:01	17618/17618	---M-Z	200	added ('OK')	application/x-javascript	etag:%2244d2-662f1d27-47616716e4ec0cd4;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/main.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/main.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:23:01	8257/8257	---M-Z	200	added ('OK')	application/x-javascript	etag:%222041-66306092-74f1dabf12376b78;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/themescroll.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/themescroll.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/)
18:23:02	1160/1160	---M-Z	200	added ('OK')	application/x-javascript	etag:%22488-660cf5e0-28dfe207cec5c224;gz%22	https://wpriverthemes.com/HTML/bronx/assets/js/ajaxform.js	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/js/ajaxform.js	(from https://wpriverthemes.com/HTML/bronx/night-mode/contact.html)
18:23:02	18564/18564	---M-Z	200	added ('OK')	text/html	etag:%224884-662f39af-3bb0b5192f40dd16;gz%22	https://wpriverthemes.com/HTML/bronx/night-mode/work-detail-6.html	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/night-mode/work-detail-6.html	(from https://wpriverthemes.com/HTML/bronx/night-mode/work.html)
18:23:03	18547/18547	---M-Z	200	added ('OK')	text/html	etag:%224873-662f39b7-2246e9058ec69c5c;gz%22	https://wpriverthemes.com/HTML/bronx/night-mode/work-detail-7.html	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/night-mode/work-detail-7.html	(from https://wpriverthemes.com/HTML/bronx/night-mode/work.html)
18:23:03	351345/351345	---M--	200	added ('OK')	image/png	etag:%2255c71-661f3e78-b2e314f2b71e3139;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/work-7.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/work-7.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/work.html)
18:23:04	152957/152957	---M--	200	added ('OK')	image/jpeg	etag:%222557d-661e0760-e63d108ac0e8405f;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-2.jpeg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-2.jpg	(from https://wpriverthemes.com/HTML/bronx/night-mode/photography.html)
18:23:05	157152/157152	---M--	200	added ('OK')	image/jpeg	etag:%22265e0-661e0725-82e39a2921d779b8;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-1.jpeg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-1.jpg	(from https://wpriverthemes.com/HTML/bronx/night-mode/photography.html)
18:23:06	174279/174279	---M--	200	added ('OK')	image/jpeg	etag:%222a8c7-661e08fd-af82ffeb32699175;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-4.jpeg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-4.jpg	(from https://wpriverthemes.com/HTML/bronx/night-mode/photography.html)
18:23:06	145240/145240	---M--	200	added ('OK')	image/jpeg	etag:%2223758-661e08f1-84c6123bed60e96b;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-3.jpeg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-3.jpg	(from https://wpriverthemes.com/HTML/bronx/night-mode/photography.html)
18:23:07	175480/175480	---M--	200	added ('OK')	image/jpeg	etag:%222ad78-661e0907-c70d2e8ee96bdbcd;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-5.jpeg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-5.jpg	(from https://wpriverthemes.com/HTML/bronx/night-mode/photography.html)
18:23:08	473641/473641	---M--	200	added ('OK')	image/png	etag:%2273a29-661e094a-b24e07aaaac9401d;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-6.png	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-6.png	(from https://wpriverthemes.com/HTML/bronx/night-mode/photography.html)
18:23:08	49984/49984	---M--	200	added ('OK')	image/jpeg	etag:%22c340-661e09ca-f5494246021f2e04;;;%22	https://wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-8.jpeg	D:/workspace/cv/youness/portfolio/photography-portfolio/wpriverthemes.com/HTML/bronx/assets/imgs/dark-mode/photography-8.jpg	(from https://wpriverthemes.com/HTML/bronx/night-mode/photography.html)
